author_sort,authors,series,series_index,title
"Clancy, Tom","Tom Clancy","Jack Ryan Apperance Order","1.0","Without remorse"
"Clancy, Tom & Pieczenik, Steve","Tom Clancy, Steve Pieczenik","Tom Clancy's Op-Center","3.0","Games of State"
"Clancy, Tom & Pieczenik, Steve","Tom Clancy, Steve Pieczenik","Tom Clancy's Op-Center","5.0","Tom Clancy's Op-center Balance of Power"
"Clancy, Tom & Pieczenik, Steve","Tom Clancy, Steve Pieczenik","Tom Clancy's Op-Center","4.0","Tom Clancy's op-center: acts of war"
"Clancy, Tom & Pieczenik, Steve","Tom Clancy, Steve Pieczenik","Tom Clancy's Op-Center","2.0","Tom Clancy's op-centre: mirror image"
"Clancy, Tom & Pieczenik, Steve R.","Tom Clancy, Steve R. Pieczenik","Tom Clancy's Op-Center","6.0","State of Siege"
"Atwood, Margaret","Margaret Atwood","","1.0","The blind assassin"
"Butcher, Jim","Jim Butcher","Codex Alera","3.0","Cursor's Fury"
"Christie, Agatha","Agatha Christie","Miss Marple","3.0","The body in the library"
"Clancy, Tom & Rovin, Jeff & Pieczenik, Steve","Tom Clancy, Jeff Rovin, Steve Pieczenik","Tom Clancy's Op-Center","8.0","Line of Control"
"Ellison, Ralph","Ralph Ellison","","1.0","Invisible man"
"Faulks, Sebastian","Sebastian Faulks","French Trilogy","2.0","Birdsong"
"Gaiman, Neil","Neil Gaiman","","1.0","Odd and the Frost Giants"
"Grisham, John","John Grisham","","1.0","The Firm"
"Heller, Joseph","Joseph Heller","","1.0","Catch-22"
"Lovelace, Merline & Roberts, Nora","Merline Lovelace, Nora Roberts","The Calhoun Women","5.0","Megan's Mate"
"Palahniuk, Chuck","Chuck Palahniuk","","1.0","Snuff"
"Perry, Anne","Anne Perry","William Monk novels","4.0","A sudden, fearful death"
"Picoult, Jodi","Jodi Picoult","","1.0","Salem Falls"
"Pullman, Philip","Philip Pullman","His Dark Materials","3.0","The Amber Spyglass"
"Roberts, Nora","Nora Roberts","Three Sisters Island Trilogy","2.0","Heaven and earth"
"Rowling, J. K.","J. K. Rowling","Harry Potter","5.0","Harry Potter and the Order of the Phoenix"
"Truth, Sojourner","Sojourner Truth","","1.0","The Narrative of Sojourner Truth"
"Zusak, Markus","Markus Zusak","","1.0","The Book Thief"
"Tolstoy, Leo Nikoleyevich","Leo Nikoleyevich Tolstoy","","1.0","Anna Karenina"
"Colfer, Eoin","Eoin Colfer","Artemis Fowl","1.0","Artemis Fowl"
"Colfer, Eoin","Eoin Colfer","Artemis Fowl","2.0","Artemis Fowl: the Arctic incident"
"Colfer, Eoin","Eoin Colfer","Artemis Fowl","4.0","Artemis Fowl: the opal deception"
"Jones, J. V.","J. V. Jones","Sword of Shadows","1.0","A Cavern of Black Ice"
"Brooks, Terry","Terry Brooks","Shannara Universe: Chronological","7.0","The First King of Shannara"
"Brooks, Terry","Terry Brooks","Shannara Universe: Chronological","2.0","The Sword of Shannara"
"Brooks, Terry","Terry Brooks","Shannara Universe: Chronological","9.0","Ilse Witch"
"Brooks, Terry","Terry Brooks","Shannara Universe: Chronological","18.0","High druid of Shannara: Jarka Ruus"
"Brooks, Terry","Terry Brooks","Shannara Universe: Chronological","1.0","Running with the Demon"
"Brooks, Terry","Terry Brooks","Shannara Universe: Chronological","4.0","Armageddon's Children"
"Maddy Hunter","Maddy Hunter","Passport to Peril Mystery","1.0","Alpine for You"
"Hunter, Maddy","Maddy Hunter","Passport to Peril Mystery","5.0","G'Day to Die: A Passport to Peril Mystery"
"Hunter, Maddy","Maddy Hunter","Passport to Peril Mystery","4.0","Hula Done It?"
"Hunter, Maddy","Maddy Hunter","Passport to Peril Mystery","6.0","Norway to Hide: A Passport to Peril Mystery"
"Hunter, Maddy","Maddy Hunter","Passport to Peril Mystery","3.0","Pasta Imperfect"
"Hunter, Maddy","Maddy Hunter","Passport to Peril Mystery","2.0","Top O' the Mournin'"
"Haig, Brian","Brian Haig","Sean Drummond","6.0","Man in the Middle"
"Haig, Brian","Brian Haig","Sean Drummond","2.0","Mortal Allies"
"Haig, Brian","Brian Haig","Sean Drummond","4.0","Private Sector"
"Haig, Brian","Brian Haig","Sean Drummond","1.0","Secret Sanction"
"Haig, Brian","Brian Haig","Sean Drummond","3.0","The Kingmaker"
"Haig, Brian","Brian Haig","Sean Drummond","5.0","The President's Assassin"
"Rosenfelt, David","David Rosenfelt","Andy Carpenter","3.0","Bury the Lead"
"Rosenfelt, David","David Rosenfelt","Andy Carpenter","5.0","Dead Center"
"Rosenfelt, David","David Rosenfelt","Andy Carpenter","2.0","First degree"
"Rosenfelt, David","David Rosenfelt","Andy Carpenter","7.0","New Tricks"
"Rosenfelt, David","David Rosenfelt","Andy Carpenter","1.0","Open and Shut"
"Rosenfelt, David","David Rosenfelt","Andy Carpenter","6.0","Play Dead"
"Rosenfelt, David","David Rosenfelt","Andy Carpenter","4.0","Sudden Death"
"Colfer, Eoin","Eoin Colfer","Artemis Fowl","3.0","Artemis Fowl: The Eternity Code"
"Larsson, Stieg","Stieg Larsson","Millennium Trilogy","3.0","The Girl Who Kicked the Hornet's Nest"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","11.0","Cerulean Sins"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","3.0","Circus of the Damned"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","14.0","Danse macabre"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","18.0","Flirt"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","1.0","Guilty Pleasures"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","12.0","Incubus dreams"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","13.0","Micah"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","10.0","Narcissus in chains"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","9.0","Obsidian Butterfly"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","17.0","Skin Trade"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","15.0","The Harlequin"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","6.0","The Killing Dance"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","2.0","The Laughing Corpse"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","4.0","The lunatic cafe"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","16.0","Blood Noir"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","5.0","Bloody Bones"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","8.0","Blue Moon"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","19.0","Bullet"
"Hamilton, Laurell K.","Laurell K. Hamilton","Anita Blake Vampire Hunter","7.0","Burnt Offerings"
"Hamilton, Laurell K.","Laurell K. Hamilton","Meredith Gentry","6.0","A Lick of Frost"
"Hamilton, Laurell K.","Laurell K. Hamilton","Meredith Gentry","4.0","A Stroke of Midnight"
"Hamilton, Laurell K.","Laurell K. Hamilton","Meredith Gentry","8.0","Divine Misdemeanors"
"Hamilton, Laurell K.","Laurell K. Hamilton","Meredith Gentry","5.0","Mistral's Kiss"
"Hamilton, Laurell K.","Laurell K. Hamilton","Meredith Gentry","3.0","Seduced by Moonlight"
"Hamilton, Laurell K.","Laurell K. Hamilton","Meredith Gentry","7.0","Swallowing Darkness"
"Hamilton, Laurell K.","Laurell K. Hamilton","Meredith Gentry","2.0","A Caress of Twilight"
"Baker, Deb","Deb Baker","Dolls to Die For","4.0","Ding Dong Dead"
"Baker, Deb","Deb Baker","Dolls to Die For","1.0","Dolled Up for Murder"
"Baker, Deb","Deb Baker","Dolls to Die For","3.0","Dolly Departed"
"Baker, Deb","Deb Baker","Dolls to Die For","2.0","Goodbye Dolly"
"Haslett, Adam","Adam Haslett","","1.0","Union Atlantic"
"Johnson, Craig","Craig Johnson","","1.0","The Cold Dish"
"Kolpan, Gerald","Gerald Kolpan","","1.0","Etta"
"Mills, Mark","Mark Mills","","1.0","The Information Officer"
"King, Stephen","Stephen King","Jack Sawyer","2.0","Black House"
"King, Stephen","Stephen King","","1.0","Under the Dome: A Novel"
"Moore, Wes","Wes Moore","","1.0","The Other Wes Moore: One Name, Two Fates"
"Torre, Joe & Verducci, Tom","Joe Torre, Tom Verducci","","1.0","The Yankee Years"
"Bliss, Miranda","Miranda Bliss","Cooking Class Mysteries","1.0","Cooking Up Murder"
"Bliss, Miranda","Miranda Bliss","Cooking Class Mysteries","3.0","Dead Men Don't Get the Munchies"
"Bliss, Miranda","Miranda Bliss","Cooking Class Mysteries","4.0","Dying for Dinner"
"Bliss, Miranda","Miranda Bliss","Cooking Class Mysteries","5.0","Murder Has a Sweet Tooth"
"Bliss, Miranda","Miranda Bliss","Cooking Class Mysteries","2.0","Murder on the Menu"
"Macculloch, Diarmaid","Diarmaid MacCulloch","","1.0","Christianity: The First Three Thousand Years"
"Roose, Kevin","Kevin Roose","","1.0","The Unlikely Disciple: A Sinner's Semester at America's Holiest University"
"Jacobs, A. J.","A. J. Jacobs","","1.0","The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible"
"Johnson, Paul","Paul Johnson","","1.0","Churchill"
"Colfer, Eoin","Eoin Colfer","Artemis Fowl","5.0","Artemis Fowl: The Lost Colony"
"Colfer, Eoin","Eoin Colfer","Artemis Fowl","6.0","Artemis Fowl: the time paradox"
"Lillien, Lisa","Lisa Lillien","Hungry Girl","3.0","Hungry Girl 1-2-3: The Easiest, Most Delicious, Guilt-Free Recipes on the Planet"
"Christie, Agatha","Agatha Christie","","1.0","Agahta Christie: An autobiography"
"Shteyngart, Gary","Gary Shteyngart","","1.0","Super Sad True Love Story: A Novel"
"Gaiman, Neil","Neil Gaiman","Neil Gaiman Short Stories","1.0","Smoke and Mirrors: Short Fictions and Illusions"
"Ellis, Bret Easton","Bret Easton Ellis","Clay","2.0","Imperial Bedrooms"
"Colfer, Eoin","Eoin Colfer","Artemis Fowl","7.0","Artemis Fowl and the Atlantis Complex"
"Harris, Charlaine","Charlaine Harris, Toni L. P. Kelner","Southern Vampire Mysteries","0.5","Death's Excellent Vacation"
"Steinbeck, John","John Steinbeck","","1.0","The Grapes of Wrath"
"Pileggi, Nicholas","Nicholas Pileggi","","1.0","Wiseguy: life in a Mafia family"
"Anthony, Piers","Piers Anthony","Incarnations of Immortality","6.0","For love of evil"
"Feist, Raymond E. & Wurts, Janny","Raymond E. Feist, Janny Wurts","The Empire Trilogy","1.0","Daughter of the Empire"
"Feist, Raymond E. & Wurts, Janny","Raymond E. Feist, Janny Wurts","The Empire Trilogy","2.0","Servant of the Empire"
"Feist, Raymond E. & Wurts, Janny","Raymond E. Feist, Janny Wurts","The Empire Trilogy","3.0","Mistress of the Empire"
"Feist, Raymond E.","Raymond E. Feist","The Riftwar Cycle","1.0","Talon of the Silver Hawk"
"Feist, Raymond E.","Raymond E. Feist","The Riftwar Cycle","2.0","King Of Foxes"
"Feist, Raymond E.","Raymond E. Feist","The Riftwar Cycle","3.0","Exile's Return"
"Feist, Raymond E.","Raymond E. Feist","The Riftwar Cycle","1.0","Flight of the Nighthawks"
"Feist, Raymond E.","Raymond E. Feist","The Riftwar Cycle","2.0","Into a Dark Realm"
"Feist, Raymond E.","Raymond E. Feist","Darkwar Saga","3.0","Wrath of a Mad God"
"Feist, Raymond E.","Raymond E. Feist","The Demonwar Saga","1.0","Rides a Dread Legion"
"Feist, Raymond E.","Raymond E. Feist","The Demonwar Saga","2.0","At the Gates of Darkness"
"Feist, Raymond E.","Raymond E. Feist","Krondor's Sons","1.0","Prince of the Blood"
"Feist, Raymond E.","Raymond E. Feist","Krondor's Sons","2.0","The King's Buccaneer"
"Feist, Raymond E. & Forstchen, William","Raymond E. Feist, William Forstchen","Legends of the Riftwar","1.0","Honoured Enemy"
"Feist, Raymond E. & Rosenberg, Joel","Raymond E. Feist, Joel Rosenberg","Legends of the Riftwar","2.0","Murder in LaMut"
"Feist, Raymond E. & Stirling, Steve","Raymond E. Feist, Steve Stirling","Legends of the Riftwar","3.0","Jimmy the Hand"
"Feist, Raymond E.","Raymond E. Feist","The Riftwar Cycle","1.0","Krondor: The Betrayal"
"Feist, Raymond E.","Raymond E. Feist","The Riftwar Cycle","2.0","Krondor: The Assassins"
"Feist, Raymond E.","Raymond E. Feist","The Riftwar Cycle","3.0","Krondor: Tear of the Gods"
"Feist, Raymond E.","Raymond E. Feist","The Riftwar Saga","1.0","Magician"
"Feist, Raymond E.","Raymond E. Feist","The Riftwar Saga","2.0","Silverthorn"
"Feist, Raymond E.","Raymond E. Feist","The Riftwar Cycle","3.0","A Darkness at Sethanon"
"Feist, Raymond E.","Raymond E. Feist","The Riftwar Cycle","1.0","Shadow of a Dark Queen"
"Feist, Raymond E.","Raymond E. Feist","The Serpentwar Saga","2.0","Rise of a Merchant Prince"
"Feist, Raymond E.","Raymond E. Feist","The Serpentwar Saga","3.0","Rage of a Demon King"
"Feist, Raymond E.","Raymond E. Feist","The Riftwar Cycle","4.0","Shards of a Broken Crown"
"Weis, Margaret & Hickman, Tracy","Margaret Weis, Tracy Hickman","The Second Generation","1.0","Dragonlance: The Second Generation"
"Feiler, Bruce","Bruce Feiler","","1.0","The Council of Dads"
"Weis, Margaret & Hickman, Tracy","Margaret Weis, Tracy Hickman","Dragonlance: Chronicles","1.0","Dragons of Autumn Twilight"
"Weis, Margaret & Hickman, Tracy","Margaret Weis, Tracy Hickman","Dragonlance: Chronicles","2.0","Dragons of Winter Night"
"Weis, Margaret & Hickman, Tracy","Margaret Weis, Tracy Hickman","Dragonlance: Chronicles","3.0","Dragons of Spring Dawning"
"Weis, Margaret & Hickman, Tracy","Margaret Weis, Tracy Hickman","Dragonlance: Legends","1.0","Time of the Twins"
"Weis, Margaret & Hickman, Tracy","Margaret Weis, Tracy Hickman","Dragonlance: Legends","2.0","War of the Twins"
"Weis, Margaret & Hickman, Tracy","Margaret Weis, Tracy Hickman","Dragonlance: Legends","3.0","Test of the Twins"
"Anthony, Piers","Piers Anthony","Xanth","30.0","Stork Naked"
"Anthony, Piers","Piers Anthony","Xanth","31.0","Air Apparent"
"Anthony, Piers","Piers Anthony","Xanth","32.0","Two to the Fifth"
"Anthony, Piers","Piers Anthony","Xanth","33.0","Jumper Cable"
"Anthony, Piers","Piers Anthony","Xanth","1.0","A Spell for Chameleon"
"Anthony, Piers","Piers Anthony","Xanth","2.0","The Source of Magic"
"Anthony, Piers","Piers Anthony","Xanth","3.0","Castle Roogna"
"Anthony, Piers","Piers Anthony","Xanth","4.0","Centaur Aisle"
"Anthony, Piers","Piers Anthony","Xanth","5.0","Ogre, Ogre"
"Anthony, Piers","Piers Anthony","Xanth","6.0","Night Mare"
"Anthony, Piers","Piers Anthony","Xanth","7.0","Dragon on a Pedestal"
"Anthony, Piers","Piers Anthony","Xanth","8.0","Crewel Lye: A Caustic Yarn"
"Anthony, Piers","Piers Anthony","Xanth","9.0","Golem in the Gears"
"Anthony, Piers","Piers Anthony","Xanth","10.0","Vale of the Vole"
"Anthony, Piers","Piers Anthony","Xanth","11.0","Heaven Cent"
"Anthony, Piers","Piers Anthony","Xanth","12.0","Man From Mundania"
"Anthony, Piers","Piers Anthony","Xanth","13.0","Isle of View"
"Anthony, Piers","Piers Anthony","Xanth","14.0","Question Quest"
"Anthony, Piers","Piers Anthony","Xanth","15.0","The Color of Her Panties"
"Anthony, Piers","Piers Anthony","Xanth","16.0","Demons Don't Dream"
"Anthony, Piers","Piers Anthony","Xanth","17.0","Harpy Thyme"
"Anthony, Piers","Piers Anthony","Xanth","18.0","Geis of the Gargoyle"
"Anthony, Piers","Piers Anthony","Xanth","19.0","Roc and a Hard Place"
"Anthony, Piers","Piers Anthony","Xanth","20.0","Yon Ill Wind"
"Anthony, Piers","Piers Anthony","Xanth","21.0","Faun and Games"
"Anthony, Piers","Piers Anthony","Xanth","22.0","Zombie Lover"
"Anthony, Piers","Piers Anthony","Xanth","23.0","Xone of Contention"
"Anthony, Piers","Piers Anthony","Xanth","24.0","The Dastard"
"Anthony, Piers","Piers Anthony","Xanth","25.0","Swell Foop"
"Anthony, Piers","Piers Anthony","Xanth","26.0","Up in a Heaval"
"Anthony, Piers","Piers Anthony","Xanth","27.0","Cube Route"
"Anthony, Piers","Piers Anthony","Xanth","28.0","Currant Events"
"Anthony, Piers","Piers Anthony","Xanth","29.0","Pet Peeve"
"Parker, Matthew","Matthew Parker","","1.0","Panama fever: the epic story of one of the greatest human achievements of all time--the building of the Panama Canal"
"Tyler, Anne","Anne Tyler","","1.0","Noah's Compass"
"Godin, Seth","Seth Godin","","1.0","Linchpin: Are You Indispensable?"
"Kelley, Kitty","Kitty Kelley","","1.0","Oprah: A Biography"
"Bush, Laura","Laura Bush","","1.0","Spoken from the Heart"
"Silverman, Sarah","Sarah Silverman","","1.0","The Bedwetter: Stories of Courage, Redemption, and Pee"
"Ward, Vicky","Vicky Ward","","1.0","The Devil's Casino: Friendship, Betrayal, and the High Stakes Games Played Inside Lehman Brothers"
"Orringer, Julie","Julie Orringer","","1.0","The Invisible Bridge"
"Soli, Tatjana","Tatjana Soli","","1.0","The Lotus Eaters: A Novel"
"Simmons, Dan","Dan Simmons","Elm Haven","2.0","A Winter Haunting"
"McCarthy, Cormac","Cormac McCarthy","","1.0","Blood Meridian"
"McCammon, Robert R.","Robert R. McCammon","","1.0","Boy's Life"
"Clegg, Douglas","Douglas Clegg","","1.0","Breeder"
"Gibson, William","William Gibson","Sprawl","2.0","Count Zero"
"Craig, Robert","Robert Craig","","1.0","Creepers"
"Masterton, Graham","Graham Masterton","","1.0","Death Mask"
"Masterton, Graham","Graham Masterton","","1.0","Death Trance"
"Smith, Bryan","Bryan Smith","","1.0","Depraved"
"McCammon, Robert R.","Robert R. McCammon","","1.0","Stinger: Stinger"
"Simmons, Dan","Dan Simmons","Elm Haven","1.0","Summer of Night"
"McCammon, Robert R.","Robert R. McCammon","","1.0","Swan Song"
"Crowley, John","John Crowley","","1.0","Engine summer"
"Lebbon, Tim","Tim Lebbon","","1.0","Fears unnamed"
"Martin, George R. R.","George R. R. Martin","","1.0","Fevre Dream"
"Leiber, Fritz","Fritz Leiber","","1.0","Gather, Darkness!"
"Straub, Peter","Peter Straub","","1.0","Ghost Story"
"Tryon, Thomas","Thomas Tryon","","1.0","Harvest home"
"Matheson, Richard","Richard Matheson","","1.0","Hell House"
"Barker, Clive","Clive Barker","","1.0","Imajica I: The Fifth Dominion"
"Miéville, China","China Miéville","","1.0","Iron Council"
"Zelazny, Roger","Roger Zelazny","","1.0","Lord of Light"
"McCammon, Robert R.","Robert R. McCammon","","1.0","Mine"
"Scott, Michael","Michael Scott","The Secrets of the Immortal Nicholas Flamel","1.0","The Alchemyst"
"Bester, Alfred","Alfred Bester","","1.0","The demolished man"
"Long, Jeff","Jeff Long","Hadals","1.0","The Descent"
"Heinlein, Robert A.","Robert A. Heinlein","","1.0","The Door Into Summer"
"Maberry, Jonathan","Jonathan Maberry","Joe Ledger","2.0","The Dragon Factory"
"Ballard, J. G.","J. G. Ballard","","1.0","The Drowned World"
"Jackson, Shirley","F. Andrew Leslie, Shirley Jackson","","1.0","The haunting of Hill House: a drama of suspense in three acts"
